지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),최고기온 나타난날(yyyymmdd),최저기온 나타난날(yyyymmdd),평균현지기압(hPa),평균해면기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),합계 일조시간(hr),최심적설(cm),최심신적설(cm)
257,양산시,2015-12,6.4,11.6,1.7,17.1,-4.2,20151209,20151230,1023.4,1025.3,59,46.5,2,,175.6,,
257,양산시,2016-01,1.7,6.8,-2.8,15.2,-10.5,20160103,20160124,1022.6,1024.5,50,55.6,2.3,,183.6,,
257,양산시,2016-02,4.7,10.1,-.4,16.3,-5.5,20160211,20160202,1022.6,1024.5,47,76,2.3,,202.9,,
257,양산시,2016-03,9.1,15,4.1,22.4,-4.6,20160330,20160301,1020.4,1022.2,58,90.4,2.4,,199.8,,
257,양산시,2016-04,14.9,21,9.7,26.9,6.2,20160414,20160401,1013.3,1015,61,215,2.5,,195.5,,
257,양산시,2016-05,19.5,26,13.4,31.1,7.6,20160518,20160517,1011.5,1013.2,59,128,2.5,,238.9,,
257,양산시,2016-06,22.8,27.6,19,31.5,12.4,20160617,20160602,1007.7,1009.4,71,160,2.2,,154.6,,
257,양산시,2016-07,26.4,30.9,23.1,36.4,21.1,20160731,20160723,1008.1,1009.8,77,239.5,2.3,,181.5,,
257,양산시,2016-08,27.9,33.5,23.7,37.5,16.9,20160814,20160829,1005.6,1007.3,69,123.7,2.4,,242.1,,
257,양산시,2016-09,22.8,27.1,19.6,30.7,13.7,20160901,20160921,1012.6,1014.3,84,391.5,2.3,,102.4,,
257,양산시,2016-10,18,22.7,14,29.8,7.4,20161002,20161030,1017.9,1019.6,80,354,2.1,,122.4,,
257,양산시,2016-11,10.3,15.9,5.4,21.3,-1.1,20161105,20161126,1021.3,1023.1,71,35.3,1.8,,158.9,,
257,양산시,2016-12,5.8,11.5,.7,18.4,-3.4,20161222,20161211,1022.6,1024.5,63,109.8,2,,182.9,,
257,양산시,2017-01,2.9,8.5,-2.2,14.8,-7.4,20170102,20170115,1022.9,1024.8,55,7.6,2.2,,207.2,,
257,양산시,2017-02,4.9,10.7,-.9,17.1,-4.9,20170217,20170211,1020.8,1022.7,51,24,2.5,,218.9,,
257,양산시,2017-03,8.4,14.7,2.8,20.9,-2.4,20170330,20170308,1018.2,1020,60,34.3,2.2,,212.9,,
257,양산시,2017-04,15.3,21.3,9.5,28,3.1,20170416,20170402,1012.4,1014.2,66,141,2.7,,223.9,,
257,양산시,2017-05,20,27,13.9,34.9,9.1,20170530,20170503,1011.7,1013.4,63,38.1,2.3,,256.8,,
257,양산시,2017-06,22.9,29.1,17.8,35,13,20170615,20170604,1008.3,1010,67,33.9,2.4,,232.8,,
257,양산시,2017-07,27.7,32.4,24.4,37,20.3,20170722,20170728,1007.8,1009.5,83,132.6,2.7,,160.4,,
257,양산시,2017-08,27.5,32.9,23.7,38.7,16.5,20170807,20170831,1007,1008.7,77,46.4,2.4,,178.4,,
257,양산시,2017-09,22.3,28.1,17.6,31.6,10.1,20170908,20170930,1012,1013.7,75,178.1,2.2,,184,,
257,양산시,2017-10,17.8,23.1,13.9,30.5,2.3,20171010,20171031,1019,1020.8,73,67.3,2.5,,158.4,,
257,양산시,2017-11,9.7,16.4,3.4,24.2,-2.3,20171108,20171121,1021.1,1022.9,60,,1.9,,215.5,,
257,양산시,2017-12,2.2,8.2,-3.1,13.3,-8.5,20171203,20171214,1023.8,1025.6,50,16.9,2,,219.3,,
257,양산시,2018-01,.8,6.3,-3.8,14.2,-11.1,20180115,20180127,1021.8,1023.7,53,23.8,2,,208.3,,
257,양산시,2018-02,2.9,9.1,-2.9,15.5,-10.9,20180227,20180207,1021.5,1023.3,48,42.6,2.2,,205.6,,
257,양산시,2018-03,9.4,15.6,3.8,24.1,-.7,20180329,20180302,1019.2,1021,69,165.5,3,,199.4,,
257,양산시,2018-04,14.7,20.9,9.2,28.8,.6,20180420,20180408,1015.1,1016.9,66,137.6,3,,217.3,,
257,양산시,2018-05,18.8,24.4,14,30.2,7.3,20180525,20180504,1011.4,1013.1,74,126,2.7,,183.3,,
257,양산시,2018-06,22.6,28.3,18.2,36.5,13.5,20180624,20180617,1007.8,1009.5,73,189,2.3,,175,,
257,양산시,2018-07,27.9,33.3,23.9,38.6,17.5,20180720,20180708,1008.1,1009.8,76,177.6,2.5,,224.4,,
257,양산시,2018-08,28.3,33.6,24.5,39.1,18.5,20180814,20180819,1007.4,1009.1,76,249.3,2.5,6,183.5,,
257,양산시,2018-09,22.1,26.3,19,31.6,10.5,20180904,20180925,1012.4,1014.1,78,173.1,2.4,7.3,110.5,,
257,양산시,2018-10,15.5,21.7,10.2,27.6,4.6,20181007,20181030,1017.4,1019.2,72,219.7,1.8,4.1,215.1,,
257,양산시,2018-11,10.2,17.2,4.6,22.7,-1.8,20181106,20181123,1022.3,1024.1,71,59,1.4,3.7,188.8,,
257,양산시,2018-12,4.4,9.7,-.3,19.3,-6.9,20181202,20181228,1024.8,1026.7,56,26,1.8,4.5,171.7,,
257,양산시,2019-01,3.4,9.8,-2,13.9,-6,20190130,20190127,1023.5,1025.4,48,12.6,1.9,3.4,217.2,,
257,양산시,2019-02,5.9,11.7,.5,17.7,-3.1,20190225,20190202,1022,1023.8,55,39.1,2,5.5,191.8,,
257,양산시,2019-03,10.1,16.4,4.6,23.3,.1,20190319,20190313,1015.9,1017.8,59,84,2.4,4.7,223.8,,
257,양산시,2019-04,13.4,19.6,7.9,25.9,1.4,20190422,20190403,1014.4,1016.2,63,73.7,2.5,5,171.5,,
257,양산시,2019-05,19.7,27,13.2,33.2,7.5,20190525,20190508,1011.4,1013.2,61,97.5,2.2,4.5,252,,
257,양산시,2019-06,22,27.7,17.5,32.7,13.3,20190605,20190601,1006.8,1008.5,74,253.1,2,5.9,190.1,,
257,양산시,2019-07,25.5,29.7,22.5,33.9,19.8,20190731,20190714,1006.4,1008.1,82,396.8,2.5,7.4,140.3,,
257,양산시,2019-08,27.4,32.3,23.7,36.9,18.2,20190804,20190831,1006.4,1008.1,81,152.3,2,6,186.3,,
257,양산시,2019-09,23.5,28.5,20,34.2,11.7,20190909,20190925,1014,1015.7,82,191.8,2.4,6.9,124.9,,
257,양산시,2019-10,17.8,23.5,13.2,29.4,4.8,20191003,20191028,1017.3,1019.1,75,175.9,2.2,5,195.7,,
257,양산시,2019-11,11.3,18.1,5.6,24.6,-1.3,20191101,20191121,1021.1,1022.9,67,31.7,1.7,3.8,183.8,,
258,보성군,2015-11,12.2,16.5,8.5,22.4,.9,20151105,20151126,1022.6,1023,73,97.3,2.7,,110.1,,
258,보성군,2015-12,5.9,10.7,1.5,16,-4.8,20151209,20151230,1024.9,1025.3,66,46.9,3,,147.7,,
258,보성군,2016-01,1.6,6.3,-2.4,15.9,-9.6,20160103,20160124,1024.5,1024.9,62,23.3,3.6,,166.8,,
258,보성군,2016-02,3.5,9,-1.4,15.6,-6,20160212,20160208,1024.6,1025,58,108.6,3.9,,193.5,,
258,보성군,2016-03,8.3,14.4,2.4,21.2,-6.5,20160330,20160301,1021.4,1021.7,61,101.5,3,,224.8,,
258,보성군,2016-04,14.5,20.3,8.9,25.7,4.2,20160422,20160402,1014,1014.3,68,261.9,2.7,,193.2,,
258,보성군,2016-05,18.8,24.8,12.7,31.7,6.8,20160530,20160501,1012.4,1012.7,65,132.5,2.8,,235.4,,
258,보성군,2016-06,22.5,26.2,19.4,30.3,15.1,20160619,20160603,1008.4,1008.7,75,138.9,2.3,,141.6,,
258,보성군,2016-07,25.9,29.6,23,35.1,20.3,20160731,20160718,1008.7,1009,81,217.8,2,,207.7,,
258,보성군,2016-08,27.1,32.4,22.9,36.1,16.7,20160811,20160828,1006,1006.3,75,36.6,2.3,,291.4,,
258,보성군,2016-09,22.3,26.6,18.8,32,13.4,20160904,20160921,1012.9,1013.2,81,277.5,1.5,,137.9,,
258,보성군,2016-10,17.1,21.6,13.2,28.2,5.5,20161004,20161030,1018.3,1018.6,76,156.9,1.5,,115.8,,
258,보성군,2016-11,9.5,15.1,4,21.9,-1.8,20161105,20161126,1022.5,1022.8,69,71.5,1.7,,175.9,,
258,보성군,2016-12,4.8,10.2,-.2,18.3,-4.6,20161222,20161218,1024.3,1024.7,67,72.8,2.1,,179.3,,
258,보성군,2017-01,2.2,7.6,-2.7,14.2,-8.1,20170102,20170128,1024.8,1025.2,64,12,2.2,,207.5,,
258,보성군,2017-02,3.1,9,-2.3,15.3,-6.2,20170220,20170219,1023.1,1023.4,59,40.2,2.6,,207.8,,
258,보성군,2017-03,7.2,13.4,.8,18.5,-5.8,20170330,20170307,1019.6,1019.9,57,23.5,2,,227,,
258,보성군,2017-04,14.2,20.9,7.4,28,1.2,20170430,20170402,1013.7,1014,63,68.6,1.8,,253.5,,
258,보성군,2017-05,18.8,25.6,11.9,33,7.7,20170530,20170503,1013.1,1013.4,64,27.8,1.6,,272.5,,
258,보성군,2017-06,22,27.3,17.5,31.9,12.9,20170618,20170604,1009,1009.3,69,95.1,1.6,,218.8,,
258,보성군,2017-07,27,31.2,24,35.5,19.8,20170724,20170727,1008.6,1008.9,83,143.9,1.1,,149.8,,
258,보성군,2017-08,26.5,31.2,22.7,35.2,16.6,20170806,20170827,1007.6,1007.9,78,239.7,1.2,,228.5,,
258,보성군,2017-09,21.5,27,16.9,29.8,9.4,20170912,20170930,1012.6,1012.9,75,116.5,1.3,,204.4,,
258,보성군,2017-10,16.5,22.3,11.7,29.5,1.5,20171010,20171031,1019.7,1020,74,133.5,1.4,,182.8,,
258,보성군,2017-11,8.4,15.2,1.9,22,-2.7,20171110,20171125,1022.8,1023.1,64,1.3,1.7,,210.6,,
258,보성군,2017-12,1.8,7.7,-4,13.9,-8.7,20171203,20171214,1025.7,1026.1,62,16,2,,206.1,,
258,보성군,2018-01,.2,5.2,-4.4,12.6,-11.6,20180115,20180112,1023.7,1024.1,63,29.8,2,,195.7,,
258,보성군,2018-02,1.8,7.9,-3.9,15.5,-11,20180227,20180206,1023.2,1023.5,54,32.5,2.1,,182.3,,
258,보성군,2018-03,8.7,14.9,2.8,23.6,-2.2,20180329,20180302,1020,1020.3,73,156,1.8,,209.1,,
258,보성군,2018-04,13.6,19.6,7.4,26.2,-.9,20180420,20180408,1016.2,1016.5,71,140.6,1.8,,217.5,,
258,보성군,2018-05,18.2,23.4,13,28.8,4.7,20180524,20180505,1012.1,1012.4,75,101.4,1.5,,198.9,,
258,보성군,2018-06,22.7,27.4,18.8,33.1,14,20180624,20180601,1008.3,1008.6,74,273.5,1.5,,223,,
258,보성군,2018-07,27.2,31.4,23.5,35.8,18.6,20180729,20180707,1008.6,1008.9,78,89.5,1.5,,268.1,,
258,보성군,2018-08,27.7,31.9,24.1,36.2,19.5,20180805,20180818,1007.5,1007.8,79,193.8,1.7,6.1,230.4,,
258,보성군,2018-09,21.1,25.9,17,30,10.2,20180916,20180927,1012.8,1013.1,78,155.5,,6.5,154.1,,
258,보성군,2018-10,14.4,20.6,8.5,25.2,3.8,20181007,20181028,1018.5,1018.8,71,180.7,2.9,4.3,248.6,,
258,보성군,2018-11,9.5,16.1,3.4,20.5,-2.4,20181104,20181123,1023.1,1023.4,71,42.7,2.3,4.1,199.6,,
258,보성군,2018-12,3.5,8.5,-1.2,17.5,-7.5,20181202,20181228,1026.4,1026.7,63,34.1,3.3,4.9,174.7,,
258,보성군,2019-01,2.5,8.1,-2.6,11.6,-8.3,20190130,20190104,1025.6,1026,56,7.4,4,3.8,218.4,,
258,보성군,2019-02,4,9.8,-1.1,15.8,-5.9,20190226,20190202,1023.4,1023.8,58,55,3.5,5.9,182.6,,
258,보성군,2019-03,8.2,14.7,1.8,20.5,-3.3,20190326,20190309,1017.7,1018,63,75.2,3.7,4.8,223.8,,
258,보성군,2019-04,12.2,18.1,6,23.8,-2.3,20190422,20190403,1015.3,1015.6,68,85.8,2.8,5.3,191.8,,
258,보성군,2019-05,18.2,25.4,11,31.2,4.4,20190524,20190503,1012.5,1012.8,61,165.1,3.2,4.7,297.8,,
258,보성군,2019-06,21.6,26.4,17.7,31.5,13.4,20190605,20190601,1007.4,1007.7,77,271.2,2.4,6.1,228.1,,
258,보성군,2019-07,24.7,28.2,21.9,32.6,19.2,20190731,20190706,1006.8,1007.1,82,251,2.4,7.2,176.5,,
258,보성군,2019-08,26.3,30.9,22.6,35.1,17.1,20190814,20190831,1007.2,1007.5,81,77.5,2.3,5.9,230,,
258,보성군,2019-09,22.4,26.6,18.8,30.3,11.5,20190914,20190924,1014,1014.3,84,266.2,2.4,6.8,145.9,,
258,보성군,2019-10,16.5,22.2,11.4,27.1,4.5,20191004,20191031,1018.1,1018.4,75,217.9,2.7,5,233.7,,
258,보성군,2019-11,10.7,17.1,4.7,24.2,-3.1,20191101,20191130,1022.1,1022.5,68,26.5,3.1,4.3,200.6,,
259,강진군,2015-11,11.6,16.1,7.8,23.5,-.2,20151105,20151126,1021.7,1023.2,83,100.6,2.1,,96,,
259,강진군,2015-12,5.6,10.1,1.2,17.1,-4.8,20151209,20151230,1024.2,1025.8,73,60.3,2.4,,134.9,,
259,강진군,2016-01,1.1,5.4,-2.5,14.8,-9.5,20160103,20160124,1023.9,1025.5,72,59.6,2.5,,139.6,,
259,강진군,2016-02,3.1,8.4,-1.8,16,-5.9,20160212,20160208,1024,1025.6,65,46,3,,169.6,,
259,강진군,2016-03,7.5,13.7,1.7,21.2,-5.5,20160330,20160302,1020.7,1022.2,69,99.3,2.5,,218.7,,
259,강진군,2016-04,14.2,20.2,8.8,24.8,4.6,20160422,20160402,1012.9,1014.4,73,244.5,2.5,,195.9,,
259,강진군,2016-05,18.5,24.4,12.7,29.9,7.1,20160518,20160501,1011.5,1012.9,71,159.6,2.5,,236.7,,
259,강진군,2016-06,22.1,26.1,19,30.3,13.7,20160619,20160603,1007.4,1008.8,82,142.1,2.1,,137.5,,
259,강진군,2016-07,25.8,29.7,22.7,34.7,19.4,20160731,20160718,1007.5,1008.9,86,220.9,2,,220.3,,
259,강진군,2016-08,27,32.8,22.6,37,15.8,20160811,20160829,1005.1,1006.5,78,39,2,,270.2,,
259,강진군,2016-09,22.3,27.2,18.5,32,13.2,20160904,20160921,1011.8,1013.2,85,241.1,1.7,,141.5,,
259,강진군,2016-10,17.2,21.8,13.3,29.3,4.4,20161003,20161030,1017.3,1018.8,80,215.8,2.3,,112.4,,
259,강진군,2016-11,9.2,14.9,4.4,22,-1.1,20161105,20161126,1021.7,1023.2,75,90.8,2.3,,161.8,,
259,강진군,2016-12,4.9,10.4,.3,18.7,-4.3,20161222,20161231,1023.7,1025.2,74,60.7,2.5,,139.2,,
259,강진군,2017-01,2.2,7.4,-2.4,14.3,-7.3,20170102,20170128,1024.3,1025.9,69,9.7,2.7,,188.8,,
259,강진군,2017-02,2.8,8.6,-2.5,14.7,-6.4,20170228,20170219,1022.7,1024.2,66,27.4,3,,186.9,,
259,강진군,2017-03,6.7,13.5,.4,19.2,-4.5,20170330,20170307,1018.9,1020.5,62,25,2.6,,212.3,,
259,강진군,2017-04,13.7,20.9,7.2,27.3,-.2,20170430,20170403,1012.9,1014.4,68,51.4,2.7,,254.5,,
259,강진군,2017-05,18.4,25.2,12,32.8,7.2,20170530,20170507,1012.3,1013.7,69,17.1,2.3,,275.9,,
259,강진군,2017-06,21.7,27,17.1,33,11.5,20170618,20170604,1008.1,1009.5,77,62,2.4,,219,,
259,강진군,2017-07,,30.3,23.8,34.1,20,20170720,20170727,,,,182.1,1.8,,114,,
259,강진군,2017-08,26.5,31.4,22.6,37,15.5,20170806,20170827,1006.5,1007.9,85,199.2,2,,212.3,,
259,강진군,2017-09,21.5,27.2,16.7,30,9.3,20170901,20170930,1011.6,1013.1,82,98.1,1.9,,195.1,,
259,강진군,2017-10,16.5,22.4,11.8,29.1,2.3,20171010,20171031,1018.7,1020.2,74,115.4,2,,167.6,,
259,강진군,2017-11,8.1,15.1,2.1,22.1,-1.7,20171110,20171125,1022.1,1023.6,68,2.4,2.3,,187.5,,
259,강진군,2017-12,2,7.6,-3.3,13.8,-7.1,20171203,20171214,1024.9,1026.5,66,26.4,2.3,,153.4,,
259,강진군,2018-01,0,4.9,-4.2,12.3,-12.7,20180115,20180112,1023.1,1024.7,67,35.7,2.6,,174.7,,
259,강진군,2018-02,1.6,7.6,-3.9,15.8,-9.8,20180226,20180206,1022.6,1024.1,58,24.3,2.7,,171.8,,
259,강진군,2018-03,8.6,14.8,3,23.2,-2.4,20180329,20180302,1019.1,1020.6,76,149.1,2.4,,199.7,,
259,강진군,2018-04,13.7,19.7,7.7,26.5,-.1,20180420,20180408,1015.1,1016.7,71,153.1,2.8,,213,,
259,강진군,2018-05,18.3,23.5,13.4,28.2,5.6,20180525,20180504,1011,1012.5,76,95.7,2.5,,189.6,,
259,강진군,2018-06,22.6,27.7,18.5,32.1,13.9,20180602,20180601,1007.2,1008.6,76,252.3,2.3,,223,,
259,강진군,2018-07,27.3,32,23.4,37.4,19.1,20180727,20180707,1007.5,1008.9,77,44,2.3,,253.6,,
259,강진군,2018-08,27.8,32.3,24.3,36.3,20,20180806,20180819,1006.1,1007.5,79,384,2.9,6.2,219.6,,
259,강진군,2018-09,21.2,26.3,17,29.5,9.7,20180905,20180925,1012.2,1013.7,78,166.5,2.1,6.4,155.9,,
259,강진군,2018-10,14.5,20.7,9.1,24.8,3.9,20181004,20181031,1017.7,1019.2,70,260.6,2.1,4.1,221,,
259,강진군,2018-11,9.4,16.4,3.7,21.9,-1.5,20181105,20181123,1022.2,1023.8,71,38.8,1.5,4,182.9,,
259,강진군,2018-12,3.5,8.4,-.9,18.9,-6.9,20181202,20181228,1025.7,1027.3,64,30.4,2.3,5.4,143.5,,
259,강진군,2019-01,2.3,7.5,-2.2,10.8,-6,20190123,20190104,1025.2,1026.8,60,10.1,2.6,4.4,190.8,,
259,강진군,2019-02,3.8,9.3,-1,15.2,-5,20190224,20190212,1022.9,1024.5,59,35.2,2.6,6.2,157,,
259,강진군,2019-03,8.1,14.7,2,21.7,-2.8,20190328,20190324,1017.1,1018.7,63,56.8,2.8,5.1,217.9,,
259,강진군,2019-04,12.2,18.1,6.5,25.1,-1.8,20190422,20190403,1014.4,1015.9,68,96.3,2.2,5.5,184,,
259,강진군,2019-05,18.1,25.2,11.3,30.5,3.9,20190524,20190507,1011.7,1013.1,61,137,2.5,4.9,292.4,,
259,강진군,2019-06,21.5,26.5,17.3,31.2,13,20190605,20190601,1006.4,1007.9,76,275.1,1.8,6,212.9,,
259,강진군,2019-07,24.7,28.6,21.8,32.9,18.3,20190705,20190704,1005.6,1007,81,247.4,2.1,7.1,156.6,,
259,강진군,2019-08,26.4,30.8,22.7,35,17,20190806,20190831,1006.1,1007.5,79,94,1.9,5.9,213.4,,
259,강진군,2019-09,22.7,27.3,19.1,30.8,11.5,20190911,20190924,1012.7,1014.1,80,285.6,1.9,7,148.2,,
259,강진군,2019-10,16.6,22.6,11.6,27.7,4.2,20191004,20191028,1017.3,1018.7,73,183.1,1.9,4.8,203.6,,
259,강진군,2019-11,10.6,17.2,4.8,23.1,-3,20191101,20191130,1021.4,1022.9,68,22,2.1,4.7,172.9,,
260,장흥,2015-11,11.4,16,7.3,22.5,.3,20151105,20151126,1017,1022.5,83,84.3,1.5,,91.5,,
260,장흥,2015-12,5.1,10.1,.3,16.8,-6.4,20151209,20151230,1019.4,1025,75,51.9,1.8,,138.2,,
260,장흥,2016-01,1,5.5,-3.1,16.1,-10.5,20160103,20160124,1019,1024.7,71,54,2.2,,152,,
260,장흥,2016-02,2.9,8.5,-2.5,17.1,-7.4,20160213,20160208,1019.1,1024.8,66,50.5,2.6,,176.6,,
260,장흥,2016-03,7.4,14.2,.8,22.2,-7.1,20160330,20160302,1015.9,1021.5,69,90.3,2,,211.7,,
260,장흥,2016-04,14.1,20.3,8.2,25.7,3.4,20160422,20160402,1008.4,1013.7,75,222.9,1.9,,192.5,,
260,장흥,2016-05,18.2,24.1,12.1,29.5,5.9,20160530,20160501,1006.9,1012.2,74,133.2,1.9,,230.1,,
260,장흥,2016-06,21.9,25.7,18.7,30,12.8,20160619,20160603,1002.9,1008.1,83,141.5,1.6,,120.5,,
260,장흥,2016-07,25.7,29.5,22.5,34.3,19.2,20160731,20160718,1003.2,1008.3,85,208.3,1.7,,194.8,,
260,장흥,2016-08,26.7,32.2,22.2,36.2,16.4,20160813,20160830,1000.7,1005.7,79,50.1,1.5,,270.2,,
260,장흥,2016-09,22.1,26.8,18.2,31.2,12.6,20160904,20160921,1007.4,1012.5,86,233.7,1.1,,120.8,,
260,장흥,2016-10,17.1,21.8,12.9,28.6,3.7,20161004,20161030,1012.8,1018.1,79,197.5,1.6,,107.5,,
260,장흥,2016-11,9.3,15.1,4,21,-2,20161105,20161126,1017,1022.5,74,77.5,1.8,,162.5,,
260,장흥,2016-12,4.8,10.6,-.2,19.9,-5.5,20161222,20161231,1018.9,1024.5,72,53.7,2.1,,156.9,,
260,장흥,2017-01,2.1,7.7,-3.3,14.8,-7.9,20170102,20170121,1019.4,1025.1,68,11.6,2.3,,195.6,,
260,장흥,2017-02,2.9,9,-3,15.5,-7.7,20170216,20170219,1017.8,1023.4,64,33.3,2.8,,189.9,,
260,장흥,2017-03,6.9,14.1,0,19.7,-5.3,20170330,20170307,1014.2,1019.7,62,29.1,2,,210.2,,
260,장흥,2017-04,14.3,21.6,7.1,28.2,-1.4,20170430,20170403,1008.3,1013.6,67,52.5,2.1,,243.9,,
260,장흥,2017-05,18.9,26,11.6,33.2,6.3,20170530,20170507,1007.8,1013,69,29.9,1.6,,241.5,,
260,장흥,2017-06,21.8,27.1,16.9,32.7,11.6,20170618,20170602,1003.7,1008.9,75,123.2,1.7,,195.2,,
260,장흥,2017-07,26.7,30.7,23.6,34.6,19.4,20170721,20170727,1003.2,1008.3,87,251,1.3,,138.7,,
260,장흥,2017-08,26.2,30.8,22,35.6,14.9,20170806,20170827,1002.2,1007.3,82,216.5,1.4,,215.1,,
260,장흥,2017-09,21,26.6,16,29.3,7.1,20170917,20170930,1007.2,1012.4,79,96.4,1.2,,183,,
260,장흥,2017-10,16,22.1,11.1,28.6,.5,20171010,20171031,1014.2,1019.6,78,101.1,1.4,,159.2,,
260,장흥,2017-11,7.6,14.9,1,21.7,-2.9,20171110,20171121,1017.4,1022.9,70,1.7,1.6,,192.7,,
260,장흥,2017-12,1.4,7.4,-4.4,14.2,-8.8,20171203,20171214,1020.2,1025.9,69,23.4,1.9,,172.3,,
260,장흥,2018-01,-.3,4.9,-5.1,12.4,-13.2,20180115,20180112,1018.3,1024,69,38.1,2,,181.5,,
260,장흥,2018-02,1.3,7.8,-4.8,16.3,-11.8,20180227,20180206,1017.7,1023.4,59,26.3,2,,166,,
260,장흥,2018-03,8.6,15.1,2.3,23.7,-3.1,20180329,20180302,1014.4,1019.9,77,133.8,1.7,,189.4,,
260,장흥,2018-04,13.5,19.7,6.9,27.5,-2.1,20180420,20180408,1010.6,1016,74,112.2,2,,194.6,,
260,장흥,2018-05,18.1,23.3,12.8,27.7,2.8,20180525,20180504,1006.5,1011.8,78,81.7,1.8,,162.6,,
260,장흥,2018-06,22.2,27.4,18,33,13.1,20180624,20180601,1002.8,1008,79,220.2,1.7,,176.1,,
260,장흥,2018-07,26.9,31.4,23.1,36.8,18.5,20180727,20180707,1003.2,1008.2,81,87.3,1.7,,158.2,,
260,장흥,2018-08,27.6,31.7,23.9,36.2,18.8,20180808,20180819,1001.8,1006.9,81,302.8,2.2,6.2,205.7,,
260,장흥,2018-09,21.1,26.1,16.6,29.6,9.9,20180905,20180925,1007.5,1012.7,81,144.3,1.4,6.3,145.9,,
260,장흥,2018-10,13.9,20.8,7.5,26,2.4,20181004,20181031,1013.1,1018.5,75,193.5,1.6,4.3,227.3,,
260,장흥,2018-11,9,16.6,2.4,21.6,-2.7,20181105,20181123,1017.6,1023.2,76,35.2,1.1,4,187.2,,
260,장흥,2018-12,3.5,8.7,-1.2,18.6,-7.1,20181202,20181231,1020.9,1026.6,66,35.5,2.1,5,157.8,,
260,장흥,2019-01,2.1,7.9,-3.3,11.5,-8.2,20190119,20190104,1020.3,1026,61,13.1,2.2,4.1,206.2,,
260,장흥,2019-02,3.9,9.7,-1.6,15.4,-6.4,20190224,20190202,1018.1,1023.7,61,41.4,2.1,6.3,161.1,,
260,장흥,2019-03,8.1,15.1,1.3,20.9,-3.6,20190329,20190324,1012.4,1017.9,65,62.4,2.2,5.1,207.2,,
260,장흥,2019-04,12.3,18.4,5.9,24.8,-3,20190421,20190403,1009.8,1015.2,70,78.5,1.7,5.5,173.5,,
260,장흥,2019-05,18,25.6,10.6,31.3,1.2,20190524,20190507,1007.2,1012.4,65,145.9,2,4.8,287.4,,
260,장흥,2019-06,21.5,26.6,17.2,31.8,12.6,20190605,20190602,1002,1007.2,80,262.2,1.5,6.1,201,,
260,장흥,2019-07,25.2,29.4,22,33.5,18.9,20190704,20190706,1001.3,1006.4,81,268.5,1.8,7.1,146.7,,
260,장흥,2019-08,26.3,30.8,22.4,34.5,16.6,20190814,20190831,1001.7,1006.8,83,91.8,1.5,5.9,202,,
260,장흥,2019-09,22.5,27.4,18.7,31.3,11.1,20190911,20190924,1008.3,1013.5,85,252.2,1.6,6.8,131.7,,
260,장흥,2019-10,16.2,22.5,10.6,27.4,2.4,20191004,20191028,1012.7,1018.1,77,236.5,1.4,4.9,209.9,,
260,장흥,2019-11,9.9,16.9,3.4,23.2,-4.5,20191101,20191130,1016.7,1022.2,72,30.1,1.6,4.4,187.3,,
261,해남,2015-11,11.2,15.7,6.8,23.2,-.4,20151105,20151129,1020.7,1022.3,86,77.4,1.9,,86.3,,
261,해남,2015-12,4.9,9.7,0,17.2,-6.3,20151209,20151230,1023.4,1025,78,52.8,1.9,,132.6,,
261,해남,2016-01,.4,4.8,-3.5,13.8,-9.8,20160103,20160124,1023.2,1024.8,75,56.3,2.1,,127.7,,
261,해남,2016-02,2.4,7.7,-2.9,16.9,-8,20160212,20160208,1023.2,1024.9,71,24.1,2.4,,179.7,,
261,해남,2016-03,6.6,13.3,.1,21.8,-8.1,20160330,20160302,1019.9,1021.5,74,93.7,2.1,,220.6,,
261,해남,2016-04,13.3,19.6,7.4,24.8,2.4,20160425,20160406,1012.1,1013.7,81,175.7,2.4,,185.1,,
261,해남,2016-05,17.8,24.1,11.8,29.5,6.2,20160518,20160508,1010.6,1012.1,78,111.6,2.3,,224.7,,
261,해남,2016-06,21.8,26.2,18.4,29.3,12,20160626,20160603,1006.5,1008,81,103.5,2,,136.3,,
261,해남,2016-07,25.9,29.9,22.7,34.6,18.5,20160731,20160718,1006.6,1008.1,80,205.4,2.5,,207.1,,
261,해남,2016-08,27.2,33.4,22.3,37.1,16.9,20160811,20160828,1004.3,1005.8,74,25.1,2,,281.6,,
261,해남,2016-09,22.2,27.5,17.9,31,13.2,20160904,20160921,1010.9,1012.4,79,194,1.5,,130.8,,
261,해남,2016-10,16.8,21.5,12.5,29.6,2.8,20161004,20161030,1016.4,1017.9,76,228.6,2.4,,98.6,,
261,해남,2016-11,8.7,14.5,3.3,21.3,-3,20161105,20161126,1020.9,1022.4,70,84.5,2.1,,165.7,,
261,해남,2016-12,4.4,9.9,-.7,19.1,-6.6,20161221,20161211,1022.9,1024.6,70,57.7,2.1,,146.6,,
261,해남,2017-01,1.6,6.9,-3.5,13.4,-10.4,20170102,20170128,1023.6,1025.2,66,8.8,2.2,,183.7,,
261,해남,2017-02,1.9,8,-4.1,15.2,-9.1,20170216,20170219,1022.1,1023.7,64,23.7,2.4,,186.3,,
