지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 나타난날(yyyymmdd),최고기온(°C),최고기온 나타난날(yyyymmdd),평균최저기온(°C),평균최고기온(°C),평균 해면기압(hPa),합계 강수량(mm),일 최다 강수량(mm),평균 상대습도(%),합계 일조시간(hr),평균 풍속(m/s),최다 풍향(16방위)
278,의성,2016,12.7,-19.3,20160124,38,20160813,6.5,20,1016.5,1017.5,88.5,70.5,2224.6,1.2,360
278,의성,2017,11.9,-16.7,20170115,36.6,20170806,5,19.9,1016.6,691.7,63,63.8,2518.7,1.3,360
278,의성,2018,12.4,-19.2,20180127,40.4,20180801,5.7,20.2,1016.9,1079.4,88.5,64.7,2448.1,1.3,360
278,의성,2019,12.9,-13.7,20190103,37.6,20190805,6.3,20.7,1016.4,831.3,88.5,65.1,2374.3,1.2,360
279,구미,2015,14.1,-9.6,20150209,36.8,20150807,9,19.7,1016.5,779,64.7,68.3,2246.3,1.5,290
279,구미,2016,14.2,-13.1,20160124,36.6,20160812,9.4,19.5,1016.5,1208,117.6,71.3,2005.5,1.2,290
279,구미,2017,13.7,-10.8,20171214,36.2,20170806,8.4,19.7,1016.5,688.6,85.9,67.1,2341,1.2,290
279,구미,2018,13.6,-14.6,20180127,38.1,20180801,8.5,19.3,1016.9,1410.1,114.6,70,2310.5,1.1,290
279,구미,2019,14.2,-7.5,20190104,35.9,20190805,9.1,19.9,1016.4,1133.2,155.9,70.5,2294.6,1.1,290
281,영천,2015,13.5,-10.4,20150209,37.6,20150731,7.9,19.8,1016.3,838.7,102,66,2179,1.8,290
281,영천,2016,13.9,-13.9,20160124,39.6,20160813,8.5,19.9,1016.3,1175.2,125.5,66.2,2250.4,1.8,290
281,영천,2017,13.5,-13.4,20171214,38.9,20170713,7.5,20.2,1016.2,713.9,96.5,58.7,2570.8,1.9,290
281,영천,2018,13.3,-14.8,20180127,39.1,20180804,7.6,19.8,1016.6,1149.8,94,61.3,2419.2,1.8,290
281,영천,2019,14.1,-10.2,20190127,37.2,20190802,8.3,20.5,1016.3,1038,121.5,61.2,2408.1,1.8,290
283,경주시,2015,13.5,-9.8,20150209,37.9,20150731,8.2,19.8,1016.3,976.7,116,69,2049.7,2.3,180
283,경주시,2016,14,-12.9,20160124,39.4,20160812,8.9,19.9,1016.4,1251.4,140,68,2227.6,2.3,180
283,경주시,2017,13.7,-10.2,20171212,39.7,20170713,7.9,20.3,1016.2,590.7,47,64.8,2580.4,2.5,180
283,경주시,2018,13.5,-13,20180126,39.8,20180804,8.1,19.7,1016.6,1303.7,151.5,69.3,2329.7,2.4,180
283,경주시,2019,14.1,-8.3,20190127,37.5,20190802,8.7,20.5,1016.3,1239.8,193,68.8,2322,2.3,180
284,거창,2015,12.4,-12.8,20150103,34.8,20150807,6.9,18.7,1016,1031.2,84.5,71.3,2268.5,1.5,270
284,거창,2016,12.7,-13.4,20160124,36.5,20160812,7.3,19.1,1016,1229.8,126.1,71.8,2168.6,1.3,270
284,거창,2017,12.2,-13.9,20171214,36.2,20170806,6,19.3,1016,782.8,74.8,67.3,2435.7,1.4,270
284,거창,2018,12.3,-16.4,20180127,37.1,20180727,6.2,19.1,1015.6,1215.6,92.4,70.6,2230.2,1.3,270
284,거창,2019,12.7,-12,20190127,34.6,20190804,6.7,19.6,1015.7,1232.4,114.3,70.3,2213.2,1.3,270
285,합천,2015,13.4,-11.5,20150209,37.3,20150730,7.9,20.1,1016.5,1044.5,61,66.4,2123.9,1.2,200
285,합천,2016,13.8,-14,20160125,39.2,20160813,8.5,20.3,1016.5,1505.6,144,66.5,2231.6,1.1,200
285,합천,2017,13.5,-13,20171214,38.4,20170805,7.2,20.7,1016.4,780,148,61.3,2574,1.2,200
285,합천,2018,13.3,-15.2,20180207,39.5,20180726,7.3,20.3,1016.7,1479.4,182.5,65.6,2431.4,1.3,200
285,합천,2019,13.8,-10.7,20190127,36.6,20190805,8,20.9,,1417.6,215.5,64.9,2339.6,1.1,200
288,밀양,2015,14.2,-11,20150103,36.6,20150806,8.7,20.6,1016.2,951.3,54.6,67.5,2124.8,1.3,290
288,밀양,2016,14.7,-12,20160125,37.8,20160813,9.5,20.8,1016.2,1568.2,163.7,68.1,2094.7,1,290
288,밀양,2017,14.2,-11.4,20170115,39,20170806,8.1,21.2,1016.1,558.1,33.7,61,2403.5,1.1,340
288,밀양,2018,13.8,-13.7,20180206,38.9,20180801,8.2,20.3,1016.5,1337,197,65.6,2348.1,1.1,20
288,밀양,2019,14.3,-9.4,20190127,36.6,20190813,8.6,20.8,1016,1181.1,129.5,64.7,2338.6,1,340
289,산청,2015,13.3,-9.9,20150201,35.3,20150809,8.4,19.2,1016.3,1397.2,273.5,64.2,2291.6,1.7,290
289,산청,2016,13.8,-12.1,20160124,37,20160812,9,19.6,1016.4,1530,161,63.8,2174.7,1.7,290
289,산청,2017,13.3,-12.6,20171214,36.5,20170806,7.8,19.9,1016.4,770.8,60.1,64.3,2434.2,1.7,290
289,산청,2018,13.1,-14.6,20180127,37.9,20180727,7.8,19.5,1016.6,1601.5,252.5,68.7,2303.4,1.7,290
289,산청,2019,13.7,-9.6,20190127,36.4,20190802,8.3,20.2,1016.1,1769.9,250,67.9,2275.4,1.6,290
294,거제,2015,14.9,-6.6,20150209,35.9,20150809,10.9,19.7,1016.2,1778.4,126,63.1,2065.2,1.8,110
294,거제,2016,15.6,-8.7,20160124,36.9,20160811,11.7,20.1,1016.3,2262.6,174.5,71.5,1885,1.8,110
294,거제,2017,15.2,-6.8,20170115,37,20170807,11,20.2,1016.2,1411.1,308,68.4,2449.6,1.8,290
294,거제,2018,15,-8.3,20180126,37.8,20180726,11,19.8,1016.5,2507.6,201.5,72.5,2341.5,1.8,110
294,거제,2019,15.6,-3.4,20190127,35.8,20190802,11.5,20.5,1016,2268.7,262.5,70.8,2368.6,1.7,110
295,남해,2015,14.7,-7.2,20150209,34.7,20150807,10.7,19.7,1016.3,1789.3,132.5,66.3,2186.6,1.3,250
295,남해,2016,15.1,-8.8,20160124,37.5,20160811,11.1,20,1016.3,2400.8,267.5,68.1,2233.2,1.3,250
295,남해,2017,14.9,-9.1,20170115,36.9,20170807,10.4,20.2,1016.4,1157.8,104,65.9,2559.9,1.3,250
295,남해,2018,14.6,-9.9,20180126,36.8,20180727,10.3,19.7,1016.7,2203.6,225.5,68.2,2407.8,1.3,250
295,남해,2019,15.2,-5.4,20190116,35.2,20190813,10.9,20.3,1016.2,2171.7,185,67,2463,1.3,250
